mmsi,v_name,v_class,v_callsign,v_imo,v_flag,v_system,v_mmsi,v_source
413461340,YUE DIAN 2,Bulk carrier,BRWL,9077240,China,AIS Marine Traffic,413461340,MarrineTraffic
413543000,NIAN FENG HAI,Bulk carrier,BOCO,9395202,China,AIS Marine Traffic,413543000,MarrineTraffic
413684000,YA TAI 1,Bulk carrier,BRWU,9086978,China,AIS Marine Traffic,413684000,MarrineTraffic
413686000,JIN ZHU HAI,Bulk carrier,BOJS,9494383,China,AIS Marine Traffic,413686000,MarrineTraffic
413687000,YIN ZHU HAI,Bulk carrier,BOJT,9494395,China,AIS Marine Traffic,413687000,MarrineTraffic
413717000,YUE DIAN 101,Bulk carrier,BRNT,9493597,China,AIS Marine Traffic,413717000,MarrineTraffic
413785000,TONGHAI,Bulk carrier,BQAT,9166302,China,AIS Marine Traffic,413785000,MarrineTraffic
413787000,LUHAI,Bulk carrier,BQAR,9159452,China,AIS Marine Traffic,413787000,MarrineTraffic
413828000,YUAN XIN HAI,Bulk carrier,BQAW,9558086,China,AIS Marine Traffic,413828000,MarrineTraffic
413891000,XIN PING HAI,Bulk carrier,BRND,9072161,China,AIS Marine Traffic,413891000,MarrineTraffic
413984000,SHI DAI 21,Bulk carrier,BPJM,9493846,China,AIS Marine Traffic,413984000,MarrineTraffic
413985000,YUN LONG FENG,Bulk carrier,BRPH,9523201,China,AIS Marine Traffic,413985000,MarrineTraffic
414028000,CHANG HANG CANG HAI,Bulk carrier,BUWE,9628207,China,AIS Marine Traffic,414028000,MarrineTraffic
414034000,GUO YUAN 8,Bulk carrier,BFBP,9579236,China,AIS Marine Traffic,414034000,MarrineTraffic
414043000,YUE DIAN 102,Bulk carrier,BOKC,9615121,China,AIS Marine Traffic,414043000,MarrineTraffic
414044000,YUE DIAN 103,Bulk carrier,BOKE,9615133,China,AIS Marine Traffic,414044000,MarrineTraffic
414047000,GUO YUAN 12,Bulk carrier,BFDV,9579250,China,AIS Marine Traffic,414047000,MarrineTraffic
414070000,TAO HUA HAI,Bulk carrier,BOUE,9620504,China,AIS Marine Traffic,414070000,MarrineTraffic
414112000,GUO TOU 106,Bulk carrier,BIBI3,9646558,China,AIS Marine Traffic,414112000,MarrineTraffic
414701000,JI XIAN FENG,Bulk carrier,BRPI,9523213,China,AIS Marine Traffic,414701000,MarrineTraffic
414715000,FENG HUANG FENG,Bulk carrier,BRPK,9576806,China,AIS Marine Traffic,414715000,MarrineTraffic
416272000,CHINA STEEL EXPRESS,Bulk carrier,BDFE,9127253,Taiwan,AIS Marine Traffic,416272000,MarrineTraffic
416274000,CHINA STEEL INVESTOR,Bulk carrier,BDFG,9127277,Taiwan,AIS Marine Traffic,416274000,MarrineTraffic
416296000,CHINA STEEL DEVELOPER,Bulk carrier,BMEA,9171424,Taiwan,AIS Marine Traffic,416296000,MarrineTraffic
416346000,TAIPOWER PROSPERITY I,Bulk carrier,BDAM,9200653,Taiwan,AIS Marine Traffic,416346000,MarrineTraffic
416347000,TAIPOWER PROSPERITY II,Bulk carrier,BDAR,9200665,Taiwan,AIS Marine Traffic,416347000,MarrineTraffic
416360000,CHINA STEEL GROWTH,Bulk carrier,BMEQ,9220213,Taiwan,AIS Marine Traffic,416360000,MarrineTraffic
416440000,TAIPOWER PROSPERITY V,Bulk carrier,BDAB,9567594,Taiwan,AIS Marine Traffic,416440000,MarrineTraffic
416441000,TAIPOWER PROSPERITY VI,Bulk carrier,BDAK,9567609,Taiwan,AIS Marine Traffic,416441000,MarrineTraffic
416442000,TAIPOWER PROSPERITY VII,Bulk carrier,BDAV,9567611,Taiwan,AIS Marine Traffic,416442000,MarrineTraffic
416443000,TAIPOWER PROSPERITY VIII,Bulk carrier,BDAY,9567623,Taiwan,AIS Marine Traffic,416443000,MarrineTraffic
416462000,CHINA STEEL REALIST,Bulk carrier,BMER,9304942,Taiwan,AIS Marine Traffic,416462000,MarrineTraffic
419000116,MAHA JACQUELINE,Bulk carrier,AVFL,9185073,India,AIS Marine Traffic,419000116,MarrineTraffic
419000124,MAHA ROOS,Bulk carrier,AVFT,9231004,India,AIS Marine Traffic,419000124,MarrineTraffic
419000154,KIRAN,Bulk carrier,AVGU,9000649,India,AIS Marine Traffic,419000154,MarrineTraffic
419000156,TUHINA,Bulk carrier,AVGW,9177765,India,AIS Marine Traffic,419000156,MarrineTraffic
419000174,VISHVA PRERNA,Bulk carrier,AVHO,9464766,India,AIS Marine Traffic,419000174,MarrineTraffic
419000175,VISHVA EKTA,Bulk carrier,AVHP,9487897,India,AIS Marine Traffic,419000175,MarrineTraffic
419000176,VISHVA NIDHI,Bulk carrier,AVHQ,9464742,India,AIS Marine Traffic,419000176,MarrineTraffic
419000178,VISHVA VIKAS,Bulk carrier,AVHS,9487902,India,AIS Marine Traffic,419000178,MarrineTraffic
419000179,VISHVA DIKSHA,Bulk carrier,AVHT,9487914,India,AIS Marine Traffic,419000179,MarrineTraffic
419000180,JAG AARATI,Bulk carrier,AVHU,9478200,India,AIS Marine Traffic,419000180,MarrineTraffic
419000181,JAG ARYA,Bulk carrier,AVHV,9491288,India,AIS Marine Traffic,419000181,MarrineTraffic
419000182,JAG ADITI,Bulk carrier,AVHW,9478195,India,AIS Marine Traffic,419000182,MarrineTraffic
419000310,VISHVA ANAND,Bulk carrier,AVLW,9515046,India,AIS Marine Traffic,419000310,MarrineTraffic
419000311,VISHVA VINAY,Bulk carrier,AVLX,9533488,India,AIS Marine Traffic,419000311,MarrineTraffic
419000313,VISHVA PREETI,Bulk carrier,AVLZ,9533490,India,AIS Marine Traffic,419000313,MarrineTraffic
419000321,VISHVA MALHAR,Bulk carrier,AVMH,9624017,India,AIS Marine Traffic,419000321,MarrineTraffic
419000322,VISHVA VIJETA,Bulk carrier,AVMI,9621699,India,AIS Marine Traffic,419000322,MarrineTraffic
419000348,MAHA ANOSHA,Bulk carrier,AVNI,9425473,India,AIS Marine Traffic,419000348,MarrineTraffic
419093500,MAHA AARTI,Bulk carrier,AVDA,9355484,India,AIS Marine Traffic,419093500,MarrineTraffic
419099500,PRABHU SAKHAWAT,Bulk carrier,AVES,9311141,India,AIS Marine Traffic,419099500,MarrineTraffic
419149000,GOA,Bulk carrier,VTST,8511665,India,AIS Marine Traffic,419149000,MarrineTraffic
419446000,TAMIL NADU,Bulk carrier,VVMA,9107631,India,AIS Marine Traffic,419446000,MarrineTraffic
419652000,PRABHU DAS,Bulk carrier,AUQV,9279795,India,AIS Marine Traffic,419652000,MarrineTraffic
419654000,JAG ARJUN,Bulk carrier,AUPS,9117296,India,AIS Marine Traffic,419654000,MarrineTraffic
419673000,PRABHU PUNI,Bulk carrier,AURJ,9224037,India,AIS Marine Traffic,419673000,MarrineTraffic
419730000,PRABHU MIHIKAA,Bulk carrier,AUWJ,9278820,India,AIS Marine Traffic,419730000,MarrineTraffic
431055000,MATSURA MARU,Bulk carrier,JNPD,8912285,Japan,AIS Marine Traffic,431055000,MarrineTraffic
431106000,HIBARI,Bulk carrier,JBML,9142203,Japan,AIS Marine Traffic,431106000,MarrineTraffic
431294000,SANSHU MARU,Bulk carrier,JNZJ,8919996,Japan,AIS Marine Traffic,431294000,MarrineTraffic
431688000,ASAHI MARU,Bulk carrier,JGQU,9085687,Japan,AIS Marine Traffic,431688000,MarrineTraffic
431790000,SOMA MARU,Bulk carrier,JBLV,9123350,Japan,AIS Marine Traffic,431790000,MarrineTraffic
432355000,SHIN SAPPORO MARU,Bulk carrier,JPQG,9257412,Japan,AIS Marine Traffic,432355000,MarrineTraffic
432620000,CHITOSE,Bulk carrier,7JCT,9228239,Japan,AIS Marine Traffic,432620000,MarrineTraffic
432644000,KORYU,Bulk carrier,7JEF,9226619,Japan,AIS Marine Traffic,432644000,MarrineTraffic
432710000,SOUTHERN CROSS,Bulk carrier,7JFN,9290971,Japan,AIS Marine Traffic,432710000,MarrineTraffic
432719000,ATLANTIC TIGER,Bulk carrier,7JFT,9374064,Japan,AIS Marine Traffic,432719000,MarrineTraffic
432728000,MATSUURA,Bulk carrier,7JGG,9303936,Japan,AIS Marine Traffic,432728000,MarrineTraffic
432733000,BLUE ISLAND,Bulk carrier,7JGO,9209922,Japan,AIS Marine Traffic,432733000,MarrineTraffic
432737000,EL SOL SALE,Bulk carrier,7JGS,9238296,Japan,AIS Marine Traffic,432737000,MarrineTraffic
432744000,KURENAI,Bulk carrier,7JGY,9317535,Japan,AIS Marine Traffic,432744000,MarrineTraffic
432750000,JP MAGENTA,Bulk carrier,7JGZ,9310434,Japan,AIS Marine Traffic,432750000,MarrineTraffic
432754000,JP AZURE,Bulk carrier,7JGR,9277539,Japan,AIS Marine Traffic,432754000,MarrineTraffic
432759000,SHIN NICHIHO,Bulk carrier,7JHG,9296420,Japan,AIS Marine Traffic,432759000,MarrineTraffic
432767000,CAPE TSUBAKI,Bulk carrier,7JHK,9482249,Japan,AIS Marine Traffic,432767000,MarrineTraffic
432771000,VEGA DREAM,Bulk carrier,7JHY,9532094,Japan,AIS Marine Traffic,432771000,MarrineTraffic
432772000,MAIZURU BISHAMON,Bulk carrier,7JHP,9570395,Japan,AIS Marine Traffic,432772000,MarrineTraffic
432774000,AMAKUSA ISLAND,Bulk carrier,7JHO,9303900,Japan,AIS Marine Traffic,432774000,MarrineTraffic
432777000,KATSURA,Bulk carrier,7JHU,9379260,Japan,AIS Marine Traffic,432777000,MarrineTraffic
432780000,FIRST IBIS,Bulk carrier,7JIG,9342231,Japan,AIS Marine Traffic,432780000,MarrineTraffic
432781000,ONOE,Bulk carrier,7JHT,9217759,Japan,AIS Marine Traffic,432781000,MarrineTraffic
432785000,NOSHIRO MARU,Bulk carrier,7JIL,9233478,Japan,AIS Marine Traffic,432785000,MarrineTraffic
432786000,CAPE SAKURA,Bulk carrier,7JHZ,9573763,Japan,AIS Marine Traffic,432786000,MarrineTraffic
432793000,SHIN HEIRYU,Bulk carrier,7JIS,9271602,Japan,AIS Marine Traffic,432793000,MarrineTraffic
432795000,FIRST EAGLE,Bulk carrier,7JIZ,9446099,Japan,AIS Marine Traffic,432795000,MarrineTraffic
432799000,SEKIYO,Bulk carrier,7JIU,9172686,Japan,AIS Marine Traffic,432799000,MarrineTraffic
432800000,SHINRYO MARU,Bulk carrier,7JIN,9291341,Japan,AIS Marine Traffic,432800000,MarrineTraffic
432828000,KINKO MARU,Bulk carrier,7JKD,9259159,Japan,AIS Marine Traffic,432828000,MarrineTraffic
432836000,RISING SUN,Bulk carrier,7JKU,9381225,Japan,AIS Marine Traffic,432836000,MarrineTraffic
432838000,ENERGIA CENTAURUS,Bulk carrier,7JKJ,9233557,Japan,AIS Marine Traffic,432838000,MarrineTraffic
432841000,TACHIBANA,Bulk carrier,7JLE,9213167,Japan,AIS Marine Traffic,432841000,MarrineTraffic
432847000,MIDNIGHT DREAM,Bulk carrier,7JLQ,9558191,Japan,AIS Marine Traffic,432847000,MarrineTraffic
432864000,SANGEET,Bulk carrier,7JMG,9615200,Japan,AIS Marine Traffic,432864000,MarrineTraffic
432875000,SHIN SUMA,Bulk carrier,7JME,9607021,Japan,AIS Marine Traffic,432875000,MarrineTraffic
432876000,FRONTIER WAVE,Bulk carrier,7JMO,9621259,Japan,AIS Marine Traffic,432876000,MarrineTraffic
432879000,CORONA FRONTIER,Bulk carrier,7JMZ,9229415,Japan,AIS Marine Traffic,432879000,MarrineTraffic
432885000,CORONA INFINITY,Bulk carrier,7JNF,9261932,Japan,AIS Marine Traffic,432885000,MarrineTraffic
440006000,WISE YOUNG,Bulk carrier,DSBL5,9512898,Korea,AIS Marine Traffic,440006000,MarrineTraffic
440007000,ORCHID OCEAN,Bulk carrier,DSBJ4,9103142,Korea,AIS Marine Traffic,440007000,MarrineTraffic
440211000,HANJIN BRISBANE,Bulk carrier,DSEP4,9128142,Korea,AIS Marine Traffic,440211000,MarrineTraffic
440260000,POS BRAVERY,Bulk carrier,DSNS4,9037721,Korea,AIS Marine Traffic,440260000,MarrineTraffic
440356000,HYUNDAI UNIVERSAL,Bulk carrier,D9WH,8821591,Korea,AIS Marine Traffic,440356000,MarrineTraffic
440386000,HANJIN ROBERTS BANK,Bulk carrier,DSNW9,9077329,Korea,AIS Marine Traffic,440386000,MarrineTraffic
440395000,SOLAR ORION,Bulk carrier,DSOV2,8911499,Korea,AIS Marine Traffic,440395000,MarrineTraffic
440397000,C.IRIS,Bulk carrier,DSNX3,9135365,Korea,AIS Marine Traffic,440397000,MarrineTraffic
440399000,HANJIN CAPETOWN,Bulk carrier,DSNX5,9054224,Korea,AIS Marine Traffic,440399000,MarrineTraffic
440407000,HANJIN PORT KEMBLA,Bulk carrier,DSNX7,9019729,Korea,AIS Marine Traffic,440407000,MarrineTraffic
440480000,POS DEDICATOR,Bulk carrier,DSOA4,9037719,Korea,AIS Marine Traffic,440480000,MarrineTraffic
440481000,POS HARVESTER,Bulk carrier,DSOA5,9039183,Korea,AIS Marine Traffic,440481000,MarrineTraffic
440495000,JK PIONEER,Bulk carrier,DSOB3,9131838,Korea,AIS Marine Traffic,440495000,MarrineTraffic
440508000,HYUNDAI SPIRIT,Bulk carrier,DSOC2,9021461,Korea,AIS Marine Traffic,440508000,MarrineTraffic
440531000,EMPRESS,Bulk carrier,DSOW4,9039145,Korea,AIS Marine Traffic,440531000,MarrineTraffic
440537000,FRONTIER,Bulk carrier,DSOW5,9039157,Korea,AIS Marine Traffic,440537000,MarrineTraffic
440541000,GOODWILL,Bulk carrier,DSOW6,9037745,Korea,AIS Marine Traffic,440541000,MarrineTraffic
440582000,FANY,Bulk carrier,DSOX5,9075321,Korea,AIS Marine Traffic,440582000,MarrineTraffic
440673000,JS PHOENIX,Bulk carrier,DSOZ5,9217735,Korea,AIS Marine Traffic,440673000,MarrineTraffic
440840000,C.POLARIS,Bulk carrier,DSPD4,9074509,Korea,AIS Marine Traffic,440840000,MarrineTraffic
440908000,C.QUEEN,Bulk carrier,DSPF6,9040857,Korea,AIS Marine Traffic,440908000,MarrineTraffic
440979000,C.ROYAL,Bulk carrier,DSPH3,9108635,Korea,AIS Marine Traffic,440979000,MarrineTraffic
441116000,JS COMET,Bulk carrier,DSPI8,9172399,Korea,AIS Marine Traffic,441116000,MarrineTraffic
441152000,C.SUMMIT,Bulk carrier,DSPJ9,9108623,Korea,AIS Marine Traffic,441152000,MarrineTraffic
441159000,PACIFIC SUCCESS,Bulk carrier,DSFS4,8821656,Korea,AIS Marine Traffic,441159000,MarrineTraffic
441216000,GLORIA HAYNE,Bulk carrier,DSBI5,9145712,Korea,AIS Marine Traffic,441216000,MarrineTraffic
441257000,HANJIN GLADSTONE,Bulk carrier,DSFZ3,8821620,Korea,AIS Marine Traffic,441257000,MarrineTraffic
441278000,HYUNDAI PROSPERITY,Bulk carrier,DSNA9,8821632,Korea,AIS Marine Traffic,441278000,MarrineTraffic
441284000,HANJIN HAYPOINT,Bulk carrier,DSNB6,8821668,Korea,AIS Marine Traffic,441284000,MarrineTraffic
441408000,C.FRIEND,Bulk carrier,DSNN8,9132935,Korea,AIS Marine Traffic,441408000,MarrineTraffic
441499000,DAEBO YEOSU,Bulk carrier,DSPZ3,9083275,Korea,AIS Marine Traffic,441499000,MarrineTraffic
441594000,C.WINNER,Bulk carrier,DSQI8,9469962,Korea,AIS Marine Traffic,441594000,MarrineTraffic
441628000,ORIENTAL FRONTIER,Bulk carrier,DSQM7,9214056,Korea,AIS Marine Traffic,441628000,MarrineTraffic
441674000,TWIN DRAGON,Bulk carrier,DSQQ9,9087740,Korea,AIS Marine Traffic,441674000,MarrineTraffic
441689000,NEW HORIZON,Bulk carrier,DSQS5,9000584,Korea,AIS Marine Traffic,441689000,MarrineTraffic
441698000,CH CLARE,Bulk carrier,DSQT5,9489223,Korea,AIS Marine Traffic,441698000,MarrineTraffic
441700000,GRAND HORIZON,Bulk carrier,DSQT7,9000596,Korea,AIS Marine Traffic,441700000,MarrineTraffic
441746000,CH BELLA,Bulk carrier,DSQX5,9489235,Korea,AIS Marine Traffic,441746000,MarrineTraffic
441763000,CH DORIS,Bulk carrier,DSQZ4,9489247,Korea,AIS Marine Traffic,441763000,MarrineTraffic
441824000,CK ANGIE,Bulk carrier,DSRG5,9595864,Korea,AIS Marine Traffic,441824000,MarrineTraffic
441873000,K.PHOENIX,Bulk carrier,DSRI5,9123415,Korea,AIS Marine Traffic,441873000,MarrineTraffic
441932000,UNICO ANNA,Bulk carrier,DSMU2,9228203,Korea,AIS Marine Traffic,441932000,MarrineTraffic
441945000,KG ASIA,Bulk carrier,D8CP,9190377,Korea,AIS Marine Traffic,441945000,MarrineTraffic
441949000,ASITA SUN,Bulk carrier,D8BA,9600619,Korea,AIS Marine Traffic,441949000,MarrineTraffic
463037101,CHITRAL,Bulk carrier,AQQE,9272876,Pakistan,AIS Marine Traffic,463037101,MarrineTraffic
463041101,MALAKAND,Bulk carrier,AQQF,9304198,Pakistan,AIS Marine Traffic,463041101,MarrineTraffic
463043101,SIBI,Bulk carrier,AQQH,9519224,Pakistan,AIS Marine Traffic,463043101,MarrineTraffic
477001600,RENAISSANCE,Bulk carrier,VRJY3,9628910,Hong Kong,AIS Marine Traffic,477001600,MarrineTraffic
477007200,SHANGHAI SPIRIT,Bulk carrier,VRD04,9326328,Hong Kong,AIS Marine Traffic,477007200,MarrineTraffic
477007700,PRISCILLA VENTURE,Bulk carrier,VRDO6,9317470,Hong Kong,AIS Marine Traffic,477007700,MarrineTraffic
477013100,GRAND THALIA,Bulk carrier,VRIM8,9459321,Hong Kong,AIS Marine Traffic,477013100,MarrineTraffic
477013200,DU AN CHENG,Bulk carrier,VRIG7,9484039,Hong Kong,AIS Marine Traffic,477013200,MarrineTraffic
477013300,TAI PING SHAN,Bulk carrier,VR TAI,9617961,Hong Kong,AIS Marine Traffic,477013300,MarrineTraffic
477013600,UNI AUC ONE,Bulk carrier,VRII9,9310616,Hong Kong,AIS Marine Traffic,477013600,MarrineTraffic
477013700,PORT BOTANY,Bulk carrier,VRIC5,9256353,Hong Kong,AIS Marine Traffic,477013700,MarrineTraffic
477040500,OCEAN QUEEN,Bulk carrier,VRZJ7,9278571,Hong Kong,AIS Marine Traffic,477040500,MarrineTraffic
477044600,FORTUNE RAINBOW,Bulk carrier,VRDR4,9317511,Hong Kong,AIS Marine Traffic,477044600,MarrineTraffic
477044700,MEDI FIRENZE,Bulk carrier,VRDO7,9386407,Hong Kong,AIS Marine Traffic,477044700,MarrineTraffic
477044900,KUNIANG,Bulk carrier,VRDQ2,9481623,Hong Kong,AIS Marine Traffic,477044900,MarrineTraffic
477046700,GENCO CONSTANTINE,Bulk carrier,VRDR8,9361251,Hong Kong,AIS Marine Traffic,477046700,MarrineTraffic
477046800,PORT ALBERNI,Bulk carrier,VRDT3,9335886,Hong Kong,AIS Marine Traffic,477046800,MarrineTraffic
477048000,MOUNT TRAVERS,Bulk carrier,VRXP2,9263772,Hong Kong,AIS Marine Traffic,477048000,MarrineTraffic
477049700,AZUL LEGENDA,Bulk carrier,VRDU2,9406532,Hong Kong,AIS Marine Traffic,477049700,MarrineTraffic
477049800,MOUNT OWEN,Bulk carrier,VRDU6,9444924,Hong Kong,AIS Marine Traffic,477049800,MarrineTraffic
477051600,VIENNA WOOD N,Bulk carrier,VRHS6,9593713,Hong Kong,AIS Marine Traffic,477051600,MarrineTraffic
477065100,SITC HUASHAN,Bulk carrier,VRKJ5,9642485,Hong Kong,AIS Marine Traffic,477065100,MarrineTraffic
477070400,ELIZABETH RIVER,Bulk carrier,VRBJ5,9290892,Hong Kong,AIS Marine Traffic,477070400,MarrineTraffic
477071600,DARYA MAHESH,Bulk carrier,VRDY6,9339442,Hong Kong,AIS Marine Traffic,477071600,MarrineTraffic
477071800,PORT PHILLIP,Bulk carrier,VRDY4,9377975,Hong Kong,AIS Marine Traffic,477071800,MarrineTraffic
477073000,KANG LONG,Bulk carrier,VRXQ7,9240835,Hong Kong,AIS Marine Traffic,477073000,MarrineTraffic
477076400,GENCO MUSE,Bulk carrier,VRBL3,9234214,Hong Kong,AIS Marine Traffic,477076400,MarrineTraffic
477080500,ASTRA,Bulk carrier,VRZO6,9275311,Hong Kong,AIS Marine Traffic,477080500,MarrineTraffic
477088000,GENCO PROGRESS,Bulk carrier,VRYH6,9199830,Hong Kong,AIS Marine Traffic,477088000,MarrineTraffic
477090000,WEST BAY,Bulk carrier,VRZP8,9278868,Hong Kong,AIS Marine Traffic,477090000,MarrineTraffic
477091200,XIAO YU,Bulk carrier,VRJN2,9592044,Hong Kong,AIS Marine Traffic,477091200,MarrineTraffic
477091400,CHINA TRIUMPH,Bulk carrier,VRJO2,9592422,Hong Kong,AIS Marine Traffic,477091400,MarrineTraffic
477095800,TAIZHOU PIONEER,Bulk carrier,VRIJ9,9619892,Hong Kong,AIS Marine Traffic,477095800,MarrineTraffic
477098300,FORTUNE VIOLET,Bulk carrier,VRKL7,9614921,Hong Kong,AIS Marine Traffic,477098300,MarrineTraffic
477098800,SHANDONG HAI TONG,Bulk carrier,VRKD3,9621120,Hong Kong,AIS Marine Traffic,477098800,MarrineTraffic
477099500,CHS COSMOS,Bulk carrier,VRBR3,9377937,Hong Kong,AIS Marine Traffic,477099500,MarrineTraffic
477101000,ENGLISH BAY,Bulk carrier,VRYQ9,9218038,Hong Kong,AIS Marine Traffic,477101000,MarrineTraffic
477102800,GOLDEN OPPORTUNITY,Bulk carrier,VRED6,9389813,Hong Kong,AIS Marine Traffic,477102800,MarrineTraffic
477105100,CEMTEX VENTURE,Bulk carrier,VRBQ9,9345324,Hong Kong,AIS Marine Traffic,477105100,MarrineTraffic
477105400,BASS STRAIT,Bulk carrier,VRBR6,9311414,Hong Kong,AIS Marine Traffic,477105400,MarrineTraffic
477108700,GOLDEN SUEK,Bulk carrier,VRJN9,9438614,Hong Kong,AIS Marine Traffic,477108700,MarrineTraffic
477109500,CHS HARVEST,Bulk carrier,VRBU7,9307061,Hong Kong,AIS Marine Traffic,477109500,MarrineTraffic
477114300,DIAMOND HARBOUR,Bulk carrier,VREI6,9377987,Hong Kong,AIS Marine Traffic,477114300,MarrineTraffic
477114500,HONG JING,Bulk carrier,VREJ2,9363649,Hong Kong,AIS Marine Traffic,477114500,MarrineTraffic
477120100,OCEAN DRAGON,Bulk carrier,VRZJ8,9112258,Hong Kong,AIS Marine Traffic,477120100,MarrineTraffic
477120400,CHS BRIGHT,Bulk carrier,VRZP9,9102215,Hong Kong,AIS Marine Traffic,477120400,MarrineTraffic
477125200,DARYA VISHNU,Bulk carrier,VRBW2,9311490,Hong Kong,AIS Marine Traffic,477125200,MarrineTraffic
477125300,DARYA BRAHMA,Bulk carrier,VRBV3,9302839,Hong Kong,AIS Marine Traffic,477125300,MarrineTraffic
477125800,CORIO BAY,Bulk carrier,VRBU9,9311426,Hong Kong,AIS Marine Traffic,477125800,MarrineTraffic
477135500,YUAN FU STAR,Bulk carrier,VRJP6,9493585,Hong Kong,AIS Marine Traffic,477135500,MarrineTraffic
477135800,LEADING GLORY,Bulk carrier,VRJT9,9536454,Hong Kong,AIS Marine Traffic,477135800,MarrineTraffic
477136300,YUTAI AMBITIONS,Bulk carrier,VREK5,9326160,Hong Kong,AIS Marine Traffic,477136300,MarrineTraffic
477143500,MEDI SALERNO,Bulk carrier,VREM4,9389239,Hong Kong,AIS Marine Traffic,477143500,MarrineTraffic
477158100,GREAT NAVIGATOR,Bulk carrier,VRBW8,9301079,Hong Kong,AIS Marine Traffic,477158100,MarrineTraffic
477158400,CHINA PROGRESS,Bulk carrier,VRBW3,9378319,Hong Kong,AIS Marine Traffic,477158400,MarrineTraffic
477165000,ISLA DE CEDROS,Bulk carrier,VRXU2,8000484,Hong Kong,AIS Marine Traffic,477165000,MarrineTraffic
477167400,YANGTZE XING ZHONG,Bulk carrier,VRJR4,9593749,Hong Kong,AIS Marine Traffic,477167400,MarrineTraffic
477167500,UNISON POWER,Bulk carrier,VRJI3,9579406,Hong Kong,AIS Marine Traffic,477167500,MarrineTraffic
477167700,CMB GIULIA,Bulk carrier,VRJQ4,9588419,Hong Kong,AIS Marine Traffic,477167700,MarrineTraffic
477167900,BONNIE VENTURE,Bulk carrier,VRJD8,9612155,Hong Kong,AIS Marine Traffic,477167900,MarrineTraffic
477170500,GOLDEN ICE,Bulk carrier,VRER7,9401362,Hong Kong,AIS Marine Traffic,477170500,MarrineTraffic
477174400,FMG MATILDA,Bulk carrier,VRKK2,9528201,Hong Kong,AIS Marine Traffic,477174400,MarrineTraffic
477174500,AQUA HONOR,Bulk carrier,VRKM4,9567099,Hong Kong,AIS Marine Traffic,477174500,MarrineTraffic
477177400,DARLING RIVER,Bulk carrier,VRET8,9378008,Hong Kong,AIS Marine Traffic,477177400,MarrineTraffic
477179000,GENCO PROSPERITY,Bulk carrier,VRYB5,9121742,Hong Kong,AIS Marine Traffic,477179000,MarrineTraffic
477189500,MARITEC,Bulk carrier,VREX3,9473391,Hong Kong,AIS Marine Traffic,477189500,MarrineTraffic
477190900,CHIKUZEN 8,Bulk carrier,VRLM4,9044463,Hong Kong,AIS Marine Traffic,477190900,MarrineTraffic
477196100,DARYA MA,Bulk carrier,VRJH5,9591674,Hong Kong,AIS Marine Traffic,477196100,MarrineTraffic
477196400,MEENAKSHI,Bulk carrier,VRJK4,9500285,Hong Kong,AIS Marine Traffic,477196400,MarrineTraffic
477197600,MAIPO RIVER,Bulk carrier,VREZ3,9379935,Hong Kong,AIS Marine Traffic,477197600,MarrineTraffic
477211700,YANGTZE HAPPINESS,Bulk carrier,VRLA7,9584243,Hong Kong,AIS Marine Traffic,477211700,MarrineTraffic
477213300,KING PEACE,Bulk carrier,VRHU4,9568718,Hong Kong,AIS Marine Traffic,477213300,MarrineTraffic
477214800,BELL BAY,Bulk carrier,VRBY9,9312664,Hong Kong,AIS Marine Traffic,477214800,MarrineTraffic
477218100,FORTUNE IRIS,Bulk carrier,VRFD7,9340556,Hong Kong,AIS Marine Traffic,477218100,MarrineTraffic
477218600,AN CHANG,Bulk carrier,VRFE3,9407861,Hong Kong,AIS Marine Traffic,477218600,MarrineTraffic
477229600,CMB ARIANE,Bulk carrier,VRIT7,9474254,Hong Kong,AIS Marine Traffic,477229600,MarrineTraffic
477235000,CAPE SCOTT,Bulk carrier,VRZQ4,9159737,Hong Kong,AIS Marine Traffic,477235000,MarrineTraffic
477240700,DARYA SHREE,Bulk carrier,VRZZ2,9287455,Hong Kong,AIS Marine Traffic,477240700,MarrineTraffic
477241900,FORTUNE CLOVER,Bulk carrier,VRBZ9,9304124,Hong Kong,AIS Marine Traffic,477241900,MarrineTraffic
477259000,FU TIAN,Bulk carrier,VRXX7,8514289,Hong Kong,AIS Marine Traffic,477259000,MarrineTraffic
477260000,CSK FORTUNE,Bulk carrier,VRYS3,9255000,Hong Kong,AIS Marine Traffic,477260000,MarrineTraffic
477261700,BULK PROSPERITY,Bulk carrier,VRFH6,9224635,Hong Kong,AIS Marine Traffic,477261700,MarrineTraffic
477264900,BULKTEC,Bulk carrier,VRFJ3,9473406,Hong Kong,AIS Marine Traffic,477264900,MarrineTraffic
477265800,SILVER PHOENIX,Bulk carrier,VRCA5,9363455,Hong Kong,AIS Marine Traffic,477265800,MarrineTraffic
477266700,MAPLE FORTITUDE,Bulk carrier,VRHV3,9587178,Hong Kong,AIS Marine Traffic,477266700,MarrineTraffic
477274500,SFL TRENT,Bulk carrier,VRJS6,9587233,Hong Kong,AIS Marine Traffic,477274500,MarrineTraffic
477280100,KANG SHUN,Bulk carrier,VRAA2,9285079,Hong Kong,AIS Marine Traffic,477280100,MarrineTraffic
477280800,TIMARU STAR,Bulk carrier,VRAA7,9267077,Hong Kong,AIS Marine Traffic,477280800,MarrineTraffic
