series,mmsi
11135,576513000
11136,576515000
11137,576517000
11138,576518000
11139,576521000
11140,576523000
11141,576533000
11142,576536000
11143,576537000
11144,576539000
11145,576541000
11146,576546000
11147,576549000
11148,576555000
11149,576562000
11150,576563000
11151,576564000
11152,576566000
11153,576567000
11154,576568000
11155,576571000
11156,576585000
11157,576599000
11158,576601000
11159,576602000
11160,576614000
11161,576615000
11162,576626000
11163,576627000
11164,576630000
11165,576641000
11166,576643000
11167,576646000
11168,576653000
11169,576655000
11170,576662000
11171,576667000
11172,576670000
11173,576673000
11174,576681000
11175,576687000
11176,576688000
11177,576689000
11178,576700000
11179,576701000
11180,576702000
11181,576711000
11182,576718000
11183,576719000
11184,576725000
11185,576728000
11186,576732000
11187,576733000
11188,576749000
11189,576751000
11190,576761000
11191,576763000
11192,576764000
11193,576768000
11194,576774000
11195,576784000
11196,576785000
11197,576810000
11198,576826000
11199,576834000
11200,576835000
11201,576836000
11202,576838000
11203,576844000
11204,576867000
11205,576868000
11206,576894000
11207,576895000
11208,576896000
11209,725003670
11210,725003720
11211,725003760
11212,725003850
11213,725003900
11214,725003970
11215,725004060
11216,725004090
11217,725004140
11218,725004220
11219,725004230
11220,725004240
11221,725004260
11222,725004270
11223,725004310
11224,725004340
11225,725004350
11226,725004360
11227,725004370
11228,725004420
11229,725004430
11230,725004440
11231,725004500
11232,725004520
11233,725004700
11234,725004900
11235,725005100
11236,725005560
11237,725005570
11238,725005600
11239,725005610
11240,725005800
11241,725007600
11242,725007700
11243,725007800
11244,725007900
11245,725008300
11246,725008400
11247,725009200
11248,725009210
11249,725009300
11250,725009500
11251,725009600
11252,725009700
11253,725010191
11254,725010200
11255,725010400
11256,725011100
11257,725011200
11258,725011900
11259,725012200
11260,725012400
11261,725012700
11262,725012800
11263,725013900
11264,725014700
11265,725014800
11266,725015100
11267,725015400
11268,725015600
11269,725016500
11270,725016600
11271,725016800
11272,725017200
11273,725017700
11274,725017800
11275,725017900
11276,725018100
11277,725018200
11278,725018300
11279,725019006
11280,725019030
11281,725019068
11282,725019072
11283,725019110
11284,725019210
11285,725019300
11286,725019310
11287,725019329
11288,725019340
11289,725019600
11290,725019910
11291,725019920
11292,725021000
11293,725023000
11294,7250235
11295,725025000
11296,725027000
11297,7250370
11298,7251490
11299,730000051
11300,730000105
11301,730000155
11302,730000161
11303,730003000
11304,7300046
11305,730014000
11306,730015000
11307,730016000
11308,730017000
11309,730018000
11310,730019000
11311,730022000
11312,730026000
11313,730035000
11314,730039000
11315,730044000
11316,730049000
11317,730051000
11318,730052000
11319,730057000
11320,730059000
11321,730060000
11322,730068000
11323,730071000
11324,730072000
11325,730077000
11326,730079000
11327,730088000
11328,730090000
11329,730092000
11330,730093000
11331,730095000
11332,730104000
11333,731353500
11334,734009653
11335,734466700
11336,735023470
11337,735023483
11338,735051558
11339,735057506
11340,735057544
11341,735057545
11342,735057548
11343,735057549
11344,735057550
11345,735057561
11346,735057564
11347,735057565
11348,735057571
11349,735057575
11350,735057587
11351,735057590
11352,735057603
11353,735057606
11354,735057613
11355,735057614
11356,735057638
11357,735057642
11358,735057759
11359,735057772
11360,735057784
11361,735058003
11362,735058041
11363,735058068
11364,735058141
11365,735058197
11366,735058229
11367,735058261
11368,735058289
11369,735058315
11370,735058741
11371,735058769
11372,735058776
11373,735058815
11374,735058842
11375,735058912
11376,735058913
11377,735058948
11378,735058951
11379,735058965
11380,735059007
11381,735059022
11382,735059024
11383,735059027
11384,735059036
11385,735059037
11386,735059039
11387,735059040
11388,735059055
11389,735059088
11390,735059089
11391,735059140
11392,735957513
11393,740333000
11394,740335000
11395,740336000
11396,740337000
11397,740338000
11398,740339000
11399,740344000
11400,740349000
11401,740350000
11402,740353000
11403,740354000
11404,740356000
11405,740357000
11406,740358000
11407,740359000
11408,740363000
11409,740366000
11410,740368000
11411,740369000
11412,740372000
11413,740375000
11414,740377000
11415,740380000
11416,636014472
11417,636014473
11418,636014474
11419,636014480
11420,636014481
11421,636014488
11422,636014492
11423,636014496
11424,636014500
11425,636014501
11426,636014502
11427,636014503
11428,636014505
11429,636014506
11430,636014510
11431,636014513
11432,636014514
11433,636014515
11434,636014516
11435,636014519
11436,636014520
11437,636014524
11438,636014525
11439,636014527
11440,636014528
11441,636014529
11442,636014530
11443,636014532
11444,636014533
11445,636014536
11446,636014537
11447,636014539
11448,636014541
11449,636014553
11450,636014557
11451,636014562
11452,636014563
11453,636014564
11454,636014565
11455,636014567
11456,636014568
11457,636014569
11458,636014570
11459,636014571
11460,636014572
11461,636014573
11462,636014577
11463,636014578
11464,636014580
11465,636014590
11466,636014596
11467,636014597
11468,636014598
11469,636014600
11470,636014601
11471,636014602
11472,636014603
11473,636014604
11474,636014606
11475,636014608
11476,636014610
11477,636014611
11478,636014612
11479,636014616
11480,636014618
11481,636014619
11482,636014621
11483,636014623
11484,636014624
11485,636014625
11486,636014626
11487,636014627
11488,636014628
11489,636014629
11490,636014630
11491,636014631
11492,636014632
11493,636014633
11494,636014634
11495,636014635
11496,636014638
11497,636014639
11498,636014640
11499,636014641
11500,636014642
11501,636014643
11502,636014644
11503,636014645
11504,636014649
11505,636014651
11506,636014655
11507,636014670
11508,636014672
11509,636014673
11510,636014676
11511,636014677
11512,636014681
11513,636014688
11514,636014690
11515,636014693
11516,636014698
11517,636014699
11518,636014701
11519,636014704
11520,636014705
11521,636014706
11522,636014709
11523,636014710
11524,636014715
11525,636014716
11526,636014719
11527,636014720
11528,636014733
11529,636014737
11530,636014739
11531,636014740
11532,636014741
11533,636014743
11534,636014745
11535,636014746
11536,636014747
11537,636014748
11538,636014749
11539,636014783
11540,636014791
11541,636014792
11542,636014796
11543,636014797
11544,636014798
11545,636014799
11546,636014800
11547,636014802
11548,636014804
11549,636014805
11550,636014806
11551,636014807
11552,636014809
11553,636014812
11554,636014813
11555,636014814
11556,636014820
11557,636014863
11558,636014865
11559,636014866
11560,636014868
11561,636014869
11562,636014878
11563,636014881
11564,636014883
11565,636014884
11566,636014886
11567,636014890
11568,636014894
11569,636014895
11570,636014896
11571,636014899
11572,636014901
11573,636014902
11574,636014903
11575,636014905
11576,636014906
11577,636014909
11578,636014915
11579,636014919
11580,636014921
11581,636014922
11582,636014923
11583,636014925
11584,636014926
11585,636014927
11586,636014933
11587,636014934
11588,636014937
11589,636014943
11590,636014944
11591,636014945
11592,636014956
11593,636014957
11594,636014959
11595,636014960
11596,636014964
11597,636014965
11598,636014966
11599,636014967
11600,636014968
11601,636014971
11602,636014972
11603,636014973
11604,636014974
11605,636014975
11606,636014976
11607,636014977
11608,636014982
11609,636014986
11610,636014987
11611,636014991
11612,636014992
11613,636014993
11614,636014994
11615,636014995
11616,636014996
11617,636014997
11618,636014998
11619,636014999
11620,636015000
11621,636015002
11622,636015004
11623,636015005
11624,636015007
11625,636015008
11626,636015009
11627,636015010
11628,636015014
11629,636015015
11630,636015016
11631,636015017
11632,636015018
11633,636015025
11634,636015026
11635,636015031
11636,636015032
11637,636015033
11638,636015035
11639,636015036
11640,636015042
11641,636015043
11642,636015044
11643,636015048
11644,636015049
11645,636015050
11646,636015051
11647,636015052
11648,636015063
11649,636015064
11650,636015065
11651,636015076
11652,636015078
11653,636015079
11654,636015080
11655,636015081
11656,636015085
11657,636015090
11658,636015094
11659,636015103
11660,636015110
11661,636015114
11662,636015115
11663,636015117
11664,636015119
11665,636015123
11666,636015124
11667,636015127
11668,636015128
11669,636015129
11670,636015131
11671,636015138
11672,636015140
11673,636015141
11674,636015142
11675,636015143
11676,636015144
11677,636015145
11678,636015147
11679,636015148
11680,636015149
11681,636015150
11682,636015153
11683,636015154
11684,636015155
11685,636015158
11686,636015161
11687,636015162
11688,636015164
11689,636015165
11690,636015166
11691,636015168
11692,636015171
11693,636015173
11694,636015174
11695,636015175
11696,636015176
11697,636015177
11698,636015178
11699,636015180
11700,636015181
11701,636015182
11702,636015184
11703,636015193
11704,636015195
11705,636015197
11706,636015200
11707,636015201
11708,636015202
11709,636015203
11710,636015205
11711,636015208
11712,636015209
11713,636015227
11714,636015228
11715,636015230
11716,636015231
11717,636015232
11718,636015236
11719,636015239
11720,636015241
11721,636015242
11722,636015243
11723,636015244
11724,636015246
11725,636015247
11726,636015248
11727,636015249
11728,636015250
11729,636015251
11730,636015256
11731,636015270
11732,636015272
11733,636015273
11734,636015274
11735,636015275
11736,636015276
11737,636015277
11738,636015278
11739,636015279
11740,636015281
11741,636015284
11742,636015285
11743,636015286
11744,636015287
11745,636015288
11746,636015289
11747,636015290
11748,636015291
11749,636015292
11750,636015293
11751,636015296
11752,636015302
11753,636015303
11754,636015304
11755,636015306
11756,636015310
11757,636015312
11758,636015313
11759,636015314
11760,636015321
11761,416234600
11762,416235800
11763,416236800
11764,416236900
11765,416237500
11766,416238700
11767,416239500
11768,416241700
11769,416272000
11770,416274000
11771,416278000
11772,416283000
11773,416293000
11774,416296000
11775,416304000
11776,416308000
11777,416311000
11778,416312000
11779,416315000
11780,416346000
11781,416347000
11782,416350000
11783,416360000
11784,416412000
11785,416440000
11786,416441000
11787,416442000
11788,416443000
11789,416462000
11790,416465600
11791,416505000
11792,416510000
11793,416525000
11794,416527000
11795,416528000
11796,416536000
11797,416542000
11798,416545000
11799,416565000
11800,416566000
11801,416567000
11802,416573000
11803,416578000
11804,416580000
11805,416605000
11806,416620000
11807,416621000
11808,416638000
11809,416639000
11810,416649000
11811,416658000
11812,416659000
11813,416664000
11814,416669000
11815,416696000
11816,416701000
11817,416702000
11818,416706000
11819,416721000
11820,416738000
11821,416739000
11822,416755000
11823,416757000
11824,416758000
11825,416778000
11826,416820000
11827,416842000
11828,416845000
11829,416848000
11830,416862000
11831,416951000
11832,417222323
11833,417222332
11834,417222333
11835,419000000
11836,419000103
11837,419000116
11838,419000124
11839,419000154
11840,419000156
11841,419000162
11842,419000163
11843,419000174
11844,419000175
11845,419000176
11846,419000178
11847,419000179
11848,419000180
11849,419000181
11850,419000182
11851,419000184
11852,419000185
11853,419000204
11854,419000225
11855,419000301
11856,419000310
11857,419000311
11858,419000313
11859,419000321
11860,419000322
11861,419000348
11862,419000378
11863,419000420
11864,419000638
11865,419000645
11866,419002100
11867,419004000
11868,419007000
11869,419018500
11870,419057300
11871,419064400
11872,419066500
11873,419066800
11874,419066900
11875,419067100
11876,419072500
11877,419073500
11878,419088300
11879,419088700
11880,419090600
11881,419093500
11882,419093700
11883,419094700
11884,419099500
11885,419099800
11886,419149000
11887,419213000
11888,419232000
11889,419251000
11890,419252000
11891,419253000
11892,419295000
11893,419317000
11894,419320000
11895,419391000
11896,419400000
11897,419446000
11898,419471000
11899,419479000
11900,419506000
11901,419547000
11902,419562000
11903,419565000
11904,419575000
11905,419652000
11906,419654000
11907,419666000
11908,419673000
11909,419676000
11910,419683000
11911,419705000
11912,419729000
11913,419730000
11914,419752000
11915,419760000
11916,419761000
11917,419767000
11918,419769000
11919,419789000
11920,419795000
11921,419801400
11922,419900150
11923,419900160
11924,422224000
11925,424426611
11926,426527000
11927,427301645
11928,431000136
11929,431000206
11930,431000224
11931,431000301
11932,431000449
11933,431000527
11934,431000580
11935,431000590
11936,431000639
11937,431000650
11938,431000678
11939,431000876
11940,431000951
11941,431000989
11942,431001012
11943,431001045
11944,431001046
11945,431001071
11946,431001077
11947,431001097
11948,431001257
11949,431001328
11950,431001544
11951,431001549
11952,431002092
11953,431002386
11954,431002489
11955,431002691
11956,431002761
11957,431002935
11958,431003171
11959,431003282
11960,431003352
11961,431003354
11962,431003381
11963,431003651
11964,431003685
11965,431004005
11966,431006000
11967,431008000
11968,431010000
11969,431015000
11970,431022000
11971,431023000
11972,431025000
11973,431028000
11974,431030000
11975,431038000
11976,431047000
11977,431053000
11978,431055000
11979,431067000
11980,431070000
11981,431100042
11982,431100122
11983,431100139
11984,431100194
11985,431100403
11986,431100750
11987,431100839
11988,431100840
11989,431100850
11990,431100859
11991,431100922
11992,431100945
11993,431100957
11994,431100969
11995,431101018
11996,431101134
11997,431101148
11998,431101161
11999,431101173
12000,431101320
12001,431106000
12002,431116000
12003,431129000
12004,431130000
12005,431135000
12006,431154000
12007,431155000
12008,431159000
12009,431171000
12010,431174000
12011,431182000
12012,431195000
12013,431200122
12014,431200166
12015,431200176
12016,431200632
12017,431200655
12018,431200673
12019,431200683
12020,431200688
12021,431200693
12022,431200705
12023,431201130
12024,431206000
12025,431251000
12026,431253000
12027,431254000
12028,431265000
12029,431272000
12030,431281000
12031,431294000
12032,431300086
12033,431300159
12034,431300334
12035,431300491
12036,431300557
12037,431301046
12038,431301101
12039,431301214
12040,431301453
12041,431301606
12042,431301658
12043,431301698
12044,431301735
12045,431301736
12046,431316000
12047,431329000
12048,431331000
12049,431379000
12050,431380000
12051,431382000
12052,431383000
12053,431395000
12054,431399000
12055,431400046
12056,431400141
12057,431400216
12058,431400311
12059,431400345
12060,431400366
12061,431400378
12062,431400446
12063,431400602
12064,431400649
12065,431401122
12066,431401218
12067,431401788
12068,431401807
12069,431401856
12070,431401925
12071,431402037
12072,431420000
12073,431439000
12074,431444000
12075,431447000
12076,431453000
12077,431457000
12078,431465000
12079,431469000
12080,431472000
12081,431477000
12082,431482000
12083,431487000
12084,431490000
12085,431494000
12086,431500021
12087,431500056
12088,431500073
12089,431500094
12090,431500103
12091,431500144
12092,431500421
12093,431500526
12094,431500561
12095,431501083
12096,431501616
12097,431501618
12098,431501622
12099,431501625
12100,431501639
12101,431501644
12102,431501653
12103,431501664
12104,431501685
12105,636010531
12106,636010534
12107,636010538
12108,636010560
12109,636010581
12110,636010587
12111,636010605
12112,636010611
12113,636010629
12114,636010639
12115,636010648
12116,636010677
12117,636010682
12118,636010697
12119,636010709
12120,636010720
12121,636010726
12122,636010736
12123,636010778
12124,636010789
12125,636010802
12126,636010803
12127,636010804
12128,636010805
12129,636010806
12130,636010807
12131,636010813
12132,636010835
12133,636010843
12134,636010862
12135,636010882
12136,636010900
12137,636010901
12138,636010909
12139,636010915
12140,636010988
12141,636011004
12142,636011014
12143,636011023
12144,636011044
12145,636011045
12146,636011055
12147,636011063
12148,636011096
12149,636011106
12150,636011117
12151,636011186
12152,636011189
12153,636011194
12154,636011195
12155,636011212
12156,636011235
12157,636011236
12158,636011255
12159,636011258
12160,636011275
12161,636011280
12162,636011285
12163,636011305
12164,636011333
12165,636011334
12166,636011335
12167,636011344
12168,636011345
12169,636011346
12170,636011352
12171,636011360
12172,636011391
12173,636011396
12174,636011397
12175,636011409
12176,636011434
12177,636011436
12178,636011449
12179,636011454
12180,636011466
12181,636011473
12182,636011481
12183,636011487
12184,636011490
12185,636011491
12186,636011492
12187,636011493
12188,636011494
12189,636011495
12190,636011496
12191,636011510
12192,636011520
12193,636011526
12194,636011527
12195,636011537
12196,636011561
12197,636011567
12198,636011570
12199,636011571
12200,636011583
12201,636011584
12202,636011587
12203,636011610
12204,636011617
12205,636011627
12206,636011630
12207,636011631
12208,636011632
12209,636011638
12210,636011639
12211,636011641
12212,636011643
12213,636011654
12214,636011655
12215,636011656
12216,636011657
12217,636011659
12218,636011661
12219,636011665
12220,636011673
12221,636011678
12222,636011696
12223,636011700
12224,636011701
12225,636011776
12226,636011782
12227,636011789
12228,636011792
12229,636011802
12230,636011807
12231,636011812
12232,636011819
12233,636011828
12234,636011834
12235,636011837
12236,636011842
12237,636011860
12238,636011902
12239,636011914
12240,636011915
12241,636011916
12242,636011934
12243,636011949
12244,636011972
12245,636011973
12246,636011974
12247,636011976
12248,636011980
12249,636011981
12250,636011982
12251,636011988
12252,636012069
12253,636012095
12254,636012102
12255,636012131
12256,636012132
12257,636012139
12258,636012155
12259,636012163
12260,636012164
12261,636012171
12262,636012227
12263,636012244
12264,636012252
12265,636012253
12266,636012261
12267,636012293
12268,636012294
12269,636012314
12270,636012318
12271,636012324
12272,636012329
12273,636012340
12274,636012341
12275,636012349
12276,636012350
12277,636012362
12278,636012378
12279,636012379
12280,636012381
12281,636012383
12282,636012385
12283,636012386
12284,636012387
12285,636012392
12286,636012398
12287,636012414
12288,636012422
12289,636012425
12290,636012442
12291,636012464
12292,636012465
12293,636012476
12294,636012477
12295,636012480
12296,636012496
12297,636012497
12298,636012506
12299,636012508
12300,636012520
12301,636012522
12302,636012523
12303,636012524
12304,636012547
12305,636012573
12306,636012574
12307,636012577
12308,636012578
12309,636012580
12310,636012589
12311,636012591
12312,636012596
12313,636012609
12314,636012612
12315,636012617
12316,636012622
12317,636012623
12318,636012624
12319,636012625
12320,636012626
12321,636012627
12322,636012628
12323,636012629
12324,636012630
12325,636012640
12326,636012646
12327,636012647
12328,636012649
12329,636012665
12330,636012676
12331,636012678
12332,636012684
12333,636012690
12334,636012691
12335,636012706
12336,636012707
12337,636012709
12338,636012712
12339,636012716
12340,636012721
12341,636012726
12342,636012728
12343,636012730
12344,636012731
12345,636012746
12346,636012747
12347,636012748
12348,636012749
12349,636012750
12350,636012754
12351,636012755
12352,636012762
12353,636012766
12354,636012767
12355,636012770
12356,636012800
12357,636012801
12358,636012804
12359,636012807
12360,636012814
12361,636012824
12362,636012825
12363,636012837
12364,636012849
12365,636012854
12366,636012864
12367,636012871
12368,636012883
12369,636012884
12370,636012894
12371,636012896
12372,636012897
12373,636012900
12374,636012905
12375,636012906
12376,636012908
12377,636012909
12378,636012910
12379,636012911
12380,636012912
12381,636012934
12382,636012946
12383,636012955
12384,636012976
12385,636012979
12386,636012989
12387,636012995
12388,636012996
12389,636012997
12390,636013002
12391,636013003
12392,636013004
12393,636013006
12394,636013011
12395,636013017
12396,636013031
12397,636013037
12398,636013054
12399,636013055
12400,636013059
12401,636013060
12402,636013061
12403,636013068
12404,636013069
12405,636013070
12406,636013073
12407,636013074
12408,636013086
12409,636013087
12410,636013095
12411,636013098
12412,636013100
12413,636013103
12414,636013111
12415,636013112
12416,636013113
12417,636013115
12418,636013116
12419,636013118
12420,636013122
12421,636013123
12422,636013136
12423,636013146
12424,636013148
12425,636013153
12426,636013156
12427,636013157
12428,636013158
12429,636013159
12430,636013163
12431,636013164
12432,636013177
12433,636013178
12434,636013183
12435,636013187
12436,636013189
12437,636013190
12438,636013193
12439,636013195
12440,636013199
12441,636013201
12442,636013219
12443,636013224
12444,636013229
12445,636013234
12446,636013236
12447,636013238
12448,636013239
12449,636013270
12450,636013271
12451,636013275
12452,636013276
12453,636013281
12454,636013288
12455,636013289
12456,636013292
12457,636013296
12458,636013302
12459,636013304
12460,636013308
12461,636013318
12462,636013322
12463,636013323
12464,636013328
12465,636013332
12466,636013336
12467,636013338
12468,636013339
12469,636013340
12470,636013342
12471,636013343
12472,636013347
12473,636013348
12474,636013349
12475,636013350
12476,636013351
12477,636090864
12478,636090866
12479,636090867
12480,636090869
12481,636090870
12482,636090874
12483,636090882
12484,636090883
12485,636090884
12486,636090885
12487,636090886
12488,636090887
12489,636090888
12490,636090889
12491,636090890
12492,636090891
12493,636090892
12494,636090893
12495,636090899
12496,636090901
12497,636090904
12498,636090906
12499,636090915
12500,636090916
12501,636090921
12502,636090922
12503,636090923
12504,636090924
12505,636090930
12506,636090931
12507,636090932
12508,636090934
12509,636090946
12510,636090950
12511,636090953
12512,636090954
12513,636090955
12514,636090956
12515,636090957
12516,636090958
12517,636090963
12518,636090967
12519,636090968
12520,636090969
12521,636090970
12522,636090972
12523,636090973
12524,636090976
12525,636090978
12526,636090980
12527,636090983
12528,636090984
12529,636090985
12530,636090986
12531,636090987
12532,636090990
12533,636090991
12534,636090992
12535,636090993
12536,636090994
12537,636090995
12538,636090996
12539,636091000
12540,636091001
12541,636091004
12542,636091005
12543,636091007
12544,63609101
12545,636091012
12546,636091013
12547,636091014
12548,636091015
12549,636091016
12550,636091017
12551,636091018
12552,636091019
12553,636091020
12554,636091021
12555,636091024
12556,636091025
12557,636091026
12558,636091027
12559,636091028
12560,636091029
12561,636091031
12562,636091033
12563,636091036
12564,636091043
12565,636091045
12566,636091046
12567,636091047
12568,636091048
12569,636091049
12570,636091050
12571,636091051
12572,636091052
12573,636091053
12574,636091054
12575,636091055
12576,636091056
12577,636091057
12578,636091062
12579,636091067
12580,636091070
12581,636091078
12582,636091079
12583,636091081
12584,636091082
12585,636091083
12586,636091086
12587,636091087
12588,636091088
12589,636091090
12590,636091091
12591,636091093
12592,636091094
12593,636091095
12594,636091096
12595,636091097
12596,636091098
12597,636091099
12598,636091100
12599,636091101
12600,636091102
12601,636091103
12602,636091105
12603,636091107
12604,636091115
12605,636091116
12606,636091121
12607,636091122
12608,636091123
12609,636091124
12610,636091125
12611,636091126
12612,636091127
12613,636091129
12614,636091130
12615,636091131
12616,636091136
12617,636091137
12618,636091138
12619,636091140
12620,636091141
12621,636091143
12622,636091144
12623,636091145
12624,636091147
12625,636091149
12626,636091155
12627,636091156
12628,636091157
12629,636091160
12630,636091162
12631,636091165
12632,636091166
12633,636091170
12634,636091171
12635,636091173
12636,636091176
12637,636091178
12638,636091179
12639,636091180
12640,636091184
12641,636091185
12642,636091186
12643,636091187
12644,636091188
12645,636091193
12646,636091194
12647,636091195
12648,636091196
12649,636091198
12650,636091199
12651,636091200
12652,636091202
12653,636091203
12654,636091206
12655,636091210
12656,636091213
12657,636091218
12658,636091219
12659,636091221
12660,636091222
12661,636091225
12662,636091226
12663,636091227
12664,636091232
12665,636091236
12666,636091244
12667,636091250
12668,636091255
12669,636091260
12670,636091261
12671,636091263
12672,636091264
12673,636091265
12674,636091270
12675,636091272
12676,636091273
12677,636091275
12678,636091276
12679,636091278
12680,636091279
12681,636091280
12682,636091281
12683,636091282
12684,636091283
12685,636091286
12686,636091287
12687,636091289
12688,636091290
12689,636091292
12690,636091295
12691,636091297
12692,636091306
12693,636091307
12694,636091308
12695,636091310
12696,636091312
12697,636091314
12698,636091315
12699,636091317
12700,636091318
12701,636091319
12702,636091322
12703,636091324
12704,636091325
12705,636091326
12706,636091327
12707,636091328
12708,636091329
12709,636091332
12710,636091334
12711,636091335
12712,636091336
12713,636091337
12714,636091342
12715,636091343
12716,636091344
12717,636091345
12718,636091346
12719,636091349
12720,636091352
12721,636091353
12722,636091362
12723,636091365
12724,636091374
12725,636091375
12726,636091380
12727,636091382
12728,636091383
12729,636091384
12730,636091385
12731,636091389
12732,636091393
12733,636091394
12734,636091398
12735,636091399
12736,636091400
12737,636091401
12738,636091403
12739,636091404
12740,636091412
12741,636091413
12742,636091416
12743,636091417
12744,636091418
12745,636091419
12746,636091420
12747,636091421
12748,636091422
12749,636091423
12750,636091424
12751,636091428
12752,636091429
12753,636091430
12754,636091432
12755,636091433
12756,636091434
12757,636091436
12758,636091437
12759,636091439
12760,636091440
12761,636091445
12762,636091446
12763,636091450
12764,636091452
12765,636091457
12766,636091463
12767,636091464
12768,636091466
12769,636091467
12770,636091468
12771,636091470
12772,636091471
12773,636091472
12774,636091478
12775,636091480
12776,636091484
12777,636091485
12778,636091486
12779,636091487
12780,636091489
12781,636091491
12782,636091492
12783,636091493
12784,636091497
12785,636091501
12786,636091502
12787,636091506
12788,636091507
12789,636091510
12790,636091511
12791,636091519
12792,636091521
12793,636091522
12794,636091524
12795,636091525
12796,636091529
12797,636091531
12798,636091532
12799,636091534
12800,636091535
12801,636091536
12802,636091539
12803,636013359
12804,636013372
12805,636013373
12806,636013374
12807,636013375
12808,636013376
12809,636013377
12810,636013380
12811,636013381
12812,636013382
12813,636013383
12814,636013387
12815,636013391
12816,636013392
12817,636013397
12818,636013405
12819,636013409
12820,636013410
12821,636013411
12822,636013412
12823,636013414
12824,636013415
12825,636013424
12826,636013425
12827,636013436
12828,636013437
12829,636013442
12830,636013447
12831,636013448
12832,636013449
12833,636013450
12834,636013451
12835,636013454
12836,636013456
12837,636013467
12838,636013468
12839,636013469
12840,636013470
12841,636013471
12842,636013480
12843,636013494
12844,636013497
12845,636013521
12846,636013522
12847,636013524
12848,636013528
12849,636013529
12850,636013530
12851,636013535
12852,636013537
12853,636013564
12854,636013565
12855,636013575
12856,636013576
12857,636013578
12858,636013579
12859,636013591
12860,636013592
12861,636013595
12862,636013611
12863,636013612
12864,636013613
12865,636013614
12866,636013615
12867,636013623
12868,636013624
12869,636013625
12870,636013629
12871,636013645
12872,636013646
12873,636013647
12874,636013648
12875,636013649
12876,636013650
12877,636013651
12878,636013655
12879,636013656
12880,636013658
12881,636013659
12882,636013679
12883,636013683
12884,636013693
12885,636013694
12886,636013695
12887,636013697
12888,636013698
12889,636013699
12890,636013701
12891,636013705
12892,636013708
12893,636013709
12894,636013718
12895,636013732
12896,636013736
12897,636013742
12898,636013744
12899,636013748
12900,636013755
12901,636013756
12902,636013757
12903,636013758
12904,636013767
12905,636013777
12906,636013778
12907,636013781
12908,636013782
12909,636013785
12910,636013786
12911,636013793
12912,636013794
12913,636013799
12914,636013805
12915,636013806
12916,636013812
12917,636013813
12918,636013814
12919,636013815
12920,636013816
12921,636013817
12922,636013821
12923,636013824
12924,636013825
12925,636013828
12926,636013839
12927,636013843
12928,636013848
12929,636013849
12930,636013851
12931,636013852
12932,636013854
12933,636013878
12934,636013879
12935,636013880
12936,636013892
12937,636013898
12938,636013901
12939,636013902
12940,636013937
12941,636013938
12942,636013940
12943,636013944
12944,636013945
12945,636013946
12946,636013947
12947,636013950
12948,636013956
12949,636013960
12950,636013961
12951,636013962
12952,636013963
12953,636013969
12954,636013974
12955,636013976
12956,636013980
12957,636013981
12958,636013984
12959,636013995
12960,636013998
12961,636013999
12962,636014021
12963,636014030
12964,636014031
12965,636014043
12966,636014046
12967,636014059
12968,636014061
12969,636014062
12970,636014069
12971,636014073
12972,636014074
12973,636014076
12974,636014077
12975,636014078
12976,636014088
12977,636014090
12978,636014091
12979,636014108
12980,636014112
12981,636014116
12982,636014118
12983,636014119
12984,636014120
12985,636014121
12986,636014124
12987,636014130
12988,636014136
12989,636014137
12990,636014163
12991,636014164
12992,636014166
12993,636014168
12994,636014169
12995,636014171
12996,636014180
12997,636014184
12998,636014185
12999,636014187
13000,636014188
13001,636014190
13002,636014191
13003,636014193
13004,636014194
13005,636014198
13006,636014199
13007,636014200
13008,636014208
13009,636014209
13010,636014210
13011,636014212
13012,636014214
13013,636014216
13014,636014217
13015,636014219
13016,636014223
13017,636014233
13018,636014234
13019,636014235
13020,636014240
13021,636014241
13022,636014242
13023,636014243
13024,636014250
13025,636014251
13026,636014252
13027,636014253
13028,636014262
13029,636014263
13030,636014265
13031,636014266
13032,636014268
13033,636014281
13034,636014285
13035,636014286
13036,636014287
13037,636014288
13038,636014290
13039,636014291
13040,636014292
13041,636014298
13042,636014299
13043,636014300
13044,636014302
13045,636014303
13046,636014306
13047,636014307
13048,636014308
13049,636014309
13050,636014311
13051,636014315
13052,636014316
13053,636014318
13054,636014327
13055,636014328
13056,636014329
13057,636014330
13058,636014331
13059,636014332
13060,636014336
13061,636014337
13062,636014341
13063,636014343
13064,636014344
13065,636014351
13066,636014352
13067,636014357
13068,636014358
13069,636014359
13070,636014361
13071,636014363
13072,636014364
13073,636014366
13074,636014372
13075,636014378
13076,636014379
13077,636014381
13078,636014383
13079,636014384
13080,636014387
13081,636014391
13082,636014395
13083,636014400
13084,636014401
13085,636014402
13086,636014403
13087,636014409
13088,636014410
13089,636014413
13090,636014414
13091,636014415
13092,636014416
13093,636014418
13094,636014419
13095,636014421
13096,636014423
13097,636014425
13098,636014427
13099,636014428
13100,636014430
13101,636014439
13102,636014441
13103,636014442
13104,636014444
13105,636014449
13106,636014450
13107,636014455
13108,636014457
13109,636014458
13110,636014459
13111,636014460
13112,636014461
13113,636014462
13114,636014468
13115,636014469
13116,636014470
13117,636014471
13118,503626000
13119,503626300
13120,503627800
13121,503629000
13122,503630300
13123,503631000
13124,503631500
13125,503632000
13126,503633000
13127,503634000
13128,503635000
13129,503640500
13130,503641000
13131,503642000
13132,503643000
13133,503647000
